ID,Response
50883,0.049894126490356176
50884,0.10401295545261766
50885,0.6251000980417425
50886,0.09519482020075966
50887,0.027313071357921923
50888,0.05241662684644198
50889,0.47859304235141364
50890,0.4500453377718389
50891,0.07938673783261815
50892,0.10023214721000248
50893,0.04412401343514477
50894,0.5220402626573977
50895,0.08911841985940064
50896,0.10800249580356304
50897,0.3534959118967673
50898,0.5497895779210721
50899,0.12782758126905333
50900,0.348857721171995
50901,0.5461464467780337
50902,0.08559578666683937
50903,0.017628414767390202
50904,0.4502113051199719
50905,0.6388598603149446
50906,0.013384965714362653
50907,0.06608854558475648
50908,0.08608269963659654
50909,0.5466860614486706
50910,0.557395596766351
50911,0.03999034275021962
50912,0.0842293114108744
50913,0.3291843217212697
50914,0.03240053195811524
50915,0.0540432302791514
50916,0.03776275207634549
50917,0.3328666231154766
50918,0.7144361015577542
50919,0.14554295189502753
50920,0.09359866005662153
50921,0.33759712356934896
50922,0.03401652835629396
50923,0.016634494354006258
50924,0.0541537680211641
50925,0.3420688325718906
50926,0.12272754568673948
50927,0.6678554502763231
50928,0.6683530782481273
50929,0.06602178759454476
50930,0.016220037231006512
50931,0.04673555105969076
50932,0.6158540014566006
50933,0.09556305533746452
50934,0.029617007999655075
50935,0.562574127981351
50936,0.037282598865005206
50937,0.5139381131894855
50938,0.03658065149069954
50939,0.5178763578500016
50940,0.296447017197636
50941,0.6236267169033289
50942,0.318320340355777
50943,0.38283716052114014
50944,0.03675009984817178
50945,0.6888001245838297
50946,0.27427162663582794
50947,0.48652019195683777
50948,0.35821327993173874
50949,0.2864940007165812
50950,0.3212747963692556
50951,0.5825982570645933
50952,0.5454623993176995
50953,0.5105568893257164
50954,0.026824115202961116
50955,0.03378906866951562
50956,0.09997553656356552
50957,0.006889690610691435
50958,0.15221185127805992
50959,0.006904707411901732
50960,0.30910069034423654
50961,0.014524122633643197
50962,0.11434196637967273
50963,0.04011466621935261
50964,0.10110717319140407
50965,0.5355384037370874
50966,0.09953264787565658
50967,0.5784846297324836
50968,0.5224920871742926
50969,0.05205230323146489
50970,0.032830540090044324
50971,0.022528701301767567
50972,0.3977382240930684
50973,0.026804549167001968
50974,0.10528698555649871
50975,0.16026772664173752
50976,0.15171729385687108
50977,0.21417411452198448
50978,0.14086168962527396
50979,0.03299662071999001
50980,0.6918729189677539
50981,0.019823737733724967
50982,0.04085928608885129
50983,0.5162892321039695
50984,0.27323609821337963
50985,0.07454784498469091
50986,0.3530787173807386
50987,0.7013196844303816
50988,0.6379249900932765
50989,0.005917696255249116
50990,0.6423819306014176
50991,0.33457830146564227
50992,0.10010454047291695
50993,0.15055271307688212
50994,0.04905960424534682
50995,0.6916768842765134
50996,0.007213207167666087
50997,0.07198772510342052
50998,0.08439552829367716
50999,0.0050359736725986625
51000,0.28351558431875834
51001,0.2320794844516211
51002,0.08665377624922779
51003,0.5354128408011152
51004,0.5584916765087875
51005,0.0257866575130457
51006,0.5157284437377841
51007,0.49664880405943906
51008,0.8315009544362718
51009,0.03342769273890814
51010,0.369415557785992
51011,0.06978785448747414
51012,0.34315042251762384
51013,0.6440750244624488
51014,0.3036512413160618
51015,0.41392913515018137
51016,0.008663176771316528
51017,0.007691464737730047
51018,0.290704534465259
51019,0.377711615972722
51020,0.13819118364633592
51021,0.13130743239194662
51022,0.48841481522412217
51023,0.2902140003530911
51024,0.8374239566513354
51025,0.08148525068137343
51026,0.07061712843204221
51027,0.5719080950198205
51028,0.1290791626703513
51029,0.03102323814256133
51030,0.5657444285683927
51031,0.7118431312247264
51032,0.02936224130719305
51033,0.01286146571163566
51034,0.5732058324635824
51035,0.11856217945896247
51036,0.7462285819841299
51037,0.13393754456207266
51038,0.42855303581119064
51039,0.06799057845403615
51040,0.09072085255311117
51041,0.4997584648203462
51042,0.048697206357527036
51043,0.07937618395729297
51044,0.19402605914220838
51045,0.40471624376332677
51046,0.12433055641333937
51047,0.2425149538542092
51048,0.015908205761189766
51049,0.5797233561623982
51050,0.07178880716887419
51051,0.5948866052555536
51052,0.5508788598273889
51053,0.008299705562778713
51054,0.16625075724771723
51055,0.7742734144092308
51056,0.04633887266172279
51057,0.5104436774299761
51058,0.09309481637870202
51059,0.3217204525836451
51060,0.4781619666306113
51061,0.7492682232334315
51062,0.12322749860321687
51063,0.29517974240813805
51064,0.419002626788426
51065,0.10791201900906623
51066,0.28309640111141865
51067,0.40790467911436085
51068,0.41728206272726714
51069,0.11923149266640712
51070,0.012273618919924312
51071,0.11860899959070564
51072,0.025469915225374763
51073,0.023999250586378855
51074,0.2444852359396141
51075,0.005532211088252357
51076,0.03681717000751665
51077,0.41974919714239406
51078,0.3419431002183257
51079,0.3697626502512716
51080,0.3935461058448332
51081,0.04332940516435712
51082,0.5834378443101084
51083,0.44609530995081786
51084,0.37020507212179854
51085,0.3330107884133461
51086,0.5957011761264359
51087,0.34611690021727987
51088,0.00623594935344981
51089,0.0826613739316976
51090,0.05623527810990781
51091,0.09730362221714073
51092,0.007882394007117254
51093,0.16718099215425183
51094,0.03659421116878904
51095,0.024977207006896145
51096,0.6751364681721655
51097,0.020047644182367673
51098,0.5324978826806461
51099,0.49451945328740593
51100,0.07860127532029193
51101,0.6289631966431759
51102,0.07456209037033187
51103,0.4167565472188586
51104,0.005376138583630293
51105,0.562647572085549
51106,0.015804497834292136
51107,0.306085237414108
51108,0.03170217157339136
51109,0.5693590121212442
51110,0.5017918152348176
51111,0.025774706763554367
51112,0.5341288340415487
51113,0.04137841739755641
51114,0.05170801550710999
51115,0.2852721322394372
51116,0.03267521997962132
51117,0.03463551874685283
51118,0.6591502359003716
51119,0.14655388052862878
51120,0.4753126491305488
51121,0.004859660800764971
51122,0.08741095319162645
51123,0.0933828148090888
51124,0.03029120720325246
51125,0.09164859414895861
51126,0.13974823153449395
51127,0.17886953931489985
51128,0.137447921006672
51129,0.03755581872373904
51130,0.4977126382599978
51131,0.17725606725174536
51132,0.08455914993474234
51133,0.6366089480931141
51134,0.04207366890753702
51135,0.6383715770401478
51136,0.28416857556253433
51137,0.2561709103961886
51138,0.42835515290255494
51139,0.688477903982118
51140,0.5922763457691947
51141,0.16319990315781163
51142,0.033909209006784145
51143,0.005623615946589243
51144,0.5129399213347383
51145,0.12179914184398268
51146,0.12644130475839657
51147,0.5905465489146434
51148,0.04816369575645911
51149,0.01233722738942226
51150,0.7328872965333206
51151,0.08340671854025708
51152,0.038677441735936964
51153,0.8093342951807672
51154,0.23685829596731184
51155,0.10557985838282162
51156,0.03005350639650521
51157,0.36083201926442254
51158,0.32587417422097115
51159,0.3328592930466571
51160,0.035192905487476916
51161,0.43734581842280223
51162,0.6587303533625557
51163,0.36294156990041176
51164,0.29186385071870635
51165,0.04607085329393616
51166,0.02911717043768492
51167,0.5510140162469683
51168,0.0511214178683939
51169,0.03775982871366049
51170,0.6015305000637705
51171,0.023003438241953854
51172,0.10863343612240145
51173,0.01747859396626695
51174,0.07577170729704275
51175,0.8203354984034441
51176,0.3449282833620445
51177,0.5161201663844617
51178,0.13716490377593024
51179,0.40056530294128423
51180,0.6681733650515669
51181,0.0614243378148873
51182,0.2455021410020757
51183,0.23459156324370622
51184,0.46243661898482147
51185,0.5793233564345567
51186,0.2156560261227371
51187,0.039712926225383444
51188,0.39517164101195174
51189,0.43171975427000614
51190,0.36908324392568354
51191,0.034034845904175395
51192,0.49915936115373655
51193,0.15448350347079978
51194,0.4422465425082708
51195,0.3777281437084104
51196,0.33584734662360327
51197,0.06564755842154403
51198,0.15941150940055404
51199,0.27508548530395216
51200,0.33932206685995153
51201,0.027685342561163902
51202,0.49544526777268655
51203,0.13648308921025643
51204,0.21233897654005904
51205,0.21864506995473004
51206,0.019218629140752633
51207,0.05560110744430348
51208,0.06229694719449251
51209,0.10966380619787651
51210,0.008201046466857358
51211,0.13168477483994645
51212,0.374864656104053
51213,0.4419984982519263
51214,0.36378675404527566
51215,0.009606860031828738
51216,0.4449532941956007
51217,0.12957222065159912
51218,0.034603001037708754
51219,0.08984415961108115
51220,0.06710166050294253
51221,0.3137947071539796
51222,0.4288518717460624
51223,0.047839465291467466
51224,0.1362942625672327
51225,0.041067485144279214
51226,0.5780937368022425
51227,0.6638459713373859
51228,0.032778296570680494
51229,0.022228122055497086
51230,0.5919686593732816
51231,0.2901016207091212
51232,0.01785763314479959
51233,0.062216348507248685
51234,0.10621308064651538
51235,0.0888494837152025
51236,0.024142139311966786
51237,0.03473481724497241
51238,0.006668735084404274
51239,0.5870512190691384
51240,0.024356333184581233
51241,0.054881102502826
51242,0.15030114979350978
51243,0.23382361890141834
51244,0.6193635945017036
51245,0.7514103037484096
51246,0.3404846222077299
51247,0.19608301028483063
51248,0.4540490207886583
51249,0.00574729608554886
51250,0.3983873006442092
51251,0.039084041617778516
51252,0.20158584695469878
51253,0.008506854702380535
51254,0.10703516975396063
51255,0.1501081402484421
51256,0.13352877353286774
51257,0.21423287151052978
51258,0.035867581962882256
51259,0.005182672657925638
51260,0.2671687746958314
51261,0.0981733933414739
51262,0.03683227597200183
51263,0.07569986683709205
51264,0.30532548679248284
51265,0.3874550379603076
51266,0.42742534725852444
51267,0.31598958255415077
51268,0.6316987178251446
51269,0.34928414063893237
51270,0.04696214713984895
51271,0.13296538092735463
51272,0.5601460766571568
51273,0.5253467698387099
51274,0.4916156604042123
51275,0.07273741410298766
51276,0.07625044408698359
51277,0.0371268272921784
51278,0.5269474912223779
51279,0.6610373998866685
51280,0.021740803519226526
51281,0.23629046017986324
51282,0.538547620518666
51283,0.00883176563510067
51284,0.6407748597466392
51285,0.00744451114557855
51286,0.17125241805725036
51287,0.08577458716070414
51288,0.03342330340228022
51289,0.34342182448923775
51290,0.030154161368693155
51291,0.007930297325328954
51292,0.5979706243031773
51293,0.33635563827105097
51294,0.020048056672524305
51295,0.3155338713292018
51296,0.45773210050774976
51297,0.029503678685130975
51298,0.03230949368672818
51299,0.00743895406901173
51300,0.13284002680237972
51301,0.18486887623459589
51302,0.6252311024339601
51303,0.15347718812415811
51304,0.32744605819474426
51305,0.10196814423588649
51306,0.49377013927693475
51307,0.46321842274446784
51308,0.3690377198712533
51309,0.7153799325610153
51310,0.16528845451947266
51311,0.3241195988590141
51312,0.32281782692413197
51313,0.5723169115757084
51314,0.34872035965492176
51315,0.6753113888092784
51316,0.35658661563118305
51317,0.3553313821797732
51318,0.4220431435170612
51319,0.06632244707449861
51320,0.07748580465153107
51321,0.058061013266450336
51322,0.34968651692820396
51323,0.1988766777710527
51324,0.021379353600986452
51325,0.3137641048901016
51326,0.261715857788235
51327,0.034134015487762286
51328,0.3773211778224954
51329,0.675080841701857
51330,0.037772649716899274
51331,0.07815299997355352
51332,0.508826123814869
51333,0.6673134073158191
51334,0.03809770732342634
51335,0.5408728331718331
51336,0.33338929645604853
51337,0.0573742736800049
51338,0.022636429810894764
51339,0.04637595687542562
51340,0.10314716067145263
51341,0.27250512472178434
51342,0.10663555882802848
51343,0.05075634364195364
51344,0.1128068530190965
51345,0.021387972471642657
51346,0.524994435031143
51347,0.022038180200934544
51348,0.10585281599294648
51349,0.4014956071060214
51350,0.16089093189157372
51351,0.005475389034541616
51352,0.09887734373936505
51353,0.04548011177152674
51354,0.01968426705749778
51355,0.23178092217211269
51356,0.4222296845370448
51357,0.08954556078803035
51358,0.027978204721486318
51359,0.43248433188040264
51360,0.05214736783995468
51361,0.6060426205262103
51362,0.06553864252773776
51363,0.6379267968209668
51364,0.49564379896531147
51365,0.11070821522460376
51366,0.4916321764861773
51367,0.5970398290478862
51368,0.11695513185992934
51369,0.42089929539081766
51370,0.01834573272514946
51371,0.15404713167616016
51372,0.09349969201384457
51373,0.48924590674915674
51374,0.6417870424533402
51375,0.1088858940106743
51376,0.4517056964765385
51377,0.3130958636468668
51378,0.6360439386534297
51379,0.5862854552482465
51380,0.6998937318692846
51381,0.01095578865600724
51382,0.0343558264575395
51383,0.4629117927599907
51384,0.15341106583334285
51385,0.800450891818947
51386,0.5927125330057833
51387,0.05625369622234574
51388,0.01367209849651332
51389,0.4269587571050016
51390,0.37328927614360186
51391,0.05255257047892031
51392,0.4932887660685055
51393,0.42607990547469304
51394,0.021487736746302326
51395,0.05401859773160432
51396,0.3905007079026136
51397,0.41952163925930885
51398,0.10609139477799523
51399,0.038530277093403335
51400,0.4193148261768943
51401,0.06575234546546405
51402,0.037992581928595906
51403,0.5035622349122991
51404,0.231017544721722
51405,0.1688921976532992
51406,0.025283238210168108
51407,0.06551483269921601
51408,0.16330137715174317
51409,0.14141379308302088
51410,0.09201589978396653
51411,0.4139639861351658
51412,0.6086188682808376
51413,0.5757049035225278
51414,0.18996684393234822
51415,0.6287754478292199
51416,0.04534519157867477
51417,0.5419336012015152
51418,0.05601324037822125
51419,0.26345717718701
51420,0.3079995311622032
51421,0.007986476152189996
51422,0.1833526050596773
51423,0.026466211591599422
51424,0.10784116901955192
51425,0.571982162321647
51426,0.5943017046330666
51427,0.543105080157751
51428,0.1326296090933448
51429,0.5978001826124765
51430,0.6912005638496984
51431,0.5132365996405531
51432,0.1478245331142926
51433,0.2959893100917028
51434,0.03216120056599089
51435,0.7194606505121308
51436,0.028373289884210978
51437,0.12341632603990148
51438,0.01681619423429304
51439,0.6729409205187061
51440,0.02629450453842178
51441,0.13196046055542618
51442,0.5808753968536976
51443,0.2771024016242419
51444,0.717749274161751
51445,0.3264918191342521
51446,0.2717735531399076
51447,0.03361649470663635
51448,0.3311958193585362
51449,0.22020304259505016
51450,0.17709103225856115
51451,0.3377020418851164
51452,0.007645583455354808
51453,0.11908393533816247
51454,0.03318040394078802
51455,0.007657436806477309
51456,0.01955376465972416
51457,0.046279585579047454
51458,0.5796524235748409
51459,0.5500028701243241
51460,0.08852457289371911
51461,0.17823267781704197
51462,0.11377360395260835
51463,0.676203256802381
51464,0.4908071057380717
51465,0.38264662309516695
51466,0.06188789054374828
51467,0.08523802642854593
51468,0.006143887001876733
51469,0.09021325033571552
51470,0.07540991462104485
51471,0.5314814059166386
51472,0.5092071342196252
51473,0.28982978226130207
51474,0.024501925858775017
51475,0.08710890352376195
51476,0.013124390389185085
51477,0.13869340524157467
51478,0.3183958905602014
51479,0.06631322257395651
51480,0.09626571643547457
51481,0.19388702525171794
51482,0.057139960562041237
51483,0.05116253811997399
51484,0.4766746694164675
51485,0.4086319766279854
51486,0.12199956403487203
51487,0.7659546001173757
51488,0.36706576174306993
51489,0.6119643123820416
51490,0.5177285302030487
51491,0.33676003840756136
51492,0.0800674749333035
51493,0.13647245723233098
51494,0.19885096263420113
51495,0.43491544258450165
51496,0.09841474743657236
51497,0.5155394042162498
51498,0.07394421902821345
51499,0.1204472616431679
51500,0.6975300704756716
51501,0.05729823472508217
51502,0.042676230474964834
51503,0.06736488970578904
51504,0.6962695843289224
51505,0.5771284378297058
51506,0.5260781422710595
51507,0.33308980521244297
51508,0.13827137712183604
51509,0.42728144732499246
51510,0.565224159007002
51511,0.5517071008426511
51512,0.10797872971214077
51513,0.008091107636003798
51514,0.3672843986383777
51515,0.36412589228188014
51516,0.06282981216710619
51517,0.10605268203317805
51518,0.012106525671198758
51519,0.1189695275588489
51520,0.3109805333029669
51521,0.07674179229954074
51522,0.139177468219209
51523,0.6999925408066654
51524,0.4574059111126046
51525,0.0987591443225181
51526,0.4493891705102072
51527,0.09363134587495654
51528,0.10686625540910177
51529,0.023369845006117287
51530,0.1628293453797029
51531,0.10396770030002764
51532,0.28318893713961024
51533,0.04587492519263102
51534,0.04327593510764683
51535,0.49388225530860547
51536,0.5580722032694783
51537,0.43686146588509633
51538,0.217144782791618
51539,0.0511755257894808
51540,0.04747297445086695
51541,0.34172683760561845
51542,0.27121744148522225
51543,0.5641167129102291
51544,0.16443779484210408
51545,0.36243155022629364
51546,0.13211905735208176
51547,0.47736301120529195
51548,0.10290826070302961
51549,0.1092911478808649
51550,0.7614971888992669
51551,0.10527997718184755
51552,0.06495770037783205
51553,0.1638020776137922
51554,0.05993112608411758
51555,0.5791493695198561
51556,0.7053691364339392
51557,0.01666999220069902
51558,0.05624761993129144
51559,0.39190056775709176
51560,0.5807223363217012
51561,0.3318260812031156
51562,0.38992586045753497
51563,0.42814105088456256
51564,0.07265862683149532
51565,0.32677967591405305
51566,0.6996945283859662
51567,0.182103045181169
51568,0.03981908302876614
51569,0.07336446903585603
51570,0.03662279134569406
51571,0.4339494784834717
51572,0.6659464960308348
51573,0.38847515709530983
51574,0.08166132645206801
51575,0.11980386067360012
51576,0.21962821101857205
51577,0.4261643653351128
51578,0.03249994868812163
51579,0.027133385698014295
51580,0.6252529555241976
51581,0.33129138830591026
51582,0.05936297016217573
51583,0.05061718961208018
51584,0.12992777876024042
51585,0.025515534274548366
51586,0.15444292388115696
51587,0.5317634539620644
51588,0.45797441830875113
51589,0.09358502786293496
51590,0.07505462212690188
51591,0.742932354588952
51592,0.08046624594116548
51593,0.028241504695822647
51594,0.49294131938460406
51595,0.5798547829219989
51596,0.14994829132810134
51597,0.4012222291274353
51598,0.40112317676572334
51599,0.678851176847189
51600,0.15920669821816102
51601,0.07102867554230027
51602,0.155444490787255
51603,0.08136629321221074
51604,0.5445410277063241
51605,0.42691116531956613
51606,0.39435292292753604
51607,0.10387545767945049
51608,0.4476494133290452
51609,0.004962721312747482
51610,0.5310934953365549
51611,0.044133649327026486
51612,0.5976083093888523
51613,0.04302957706138993
51614,0.06926634359223838
51615,0.07282372251615304
51616,0.44410791480841827
51617,0.0811661174808384
51618,0.16612667883065732
51619,0.5552513688249932
51620,0.6086832074575041
51621,0.0913343092266383
51622,0.05520678943033291
51623,0.4529268695145225
51624,0.24774052413584963
51625,0.019113708687535976
51626,0.43347745672726723
51627,0.5903490553604278
51628,0.35938109830834586
51629,0.09959465501841706
51630,0.2413539618367973
51631,0.07397123418046068
51632,0.5544564107428762
51633,0.2742278501785537
51634,0.33173940305461985
51635,0.037384424454340516
51636,0.5962124690486114
51637,0.5352621621920258
51638,0.6065535621918724
51639,0.5080549741338363
51640,0.08718220511033217
51641,0.15971375250783923
51642,0.5418148053358345
51643,0.509694929500137
51644,0.39297925271967343
51645,0.33887489275568267
51646,0.2973528410492227
51647,0.040040925779686376
51648,0.040978723405958775
51649,0.368275157977903
51650,0.035292657008718115
51651,0.0710041803458182
51652,0.1288207757815679
51653,0.6085422735041448
51654,0.628445032967385
51655,0.4982748708913466
51656,0.3591706504217056
51657,0.10126890788299765
51658,0.08882830713671841
51659,0.010999632838934079
51660,0.11037254251484503
51661,0.055936397704701
51662,0.600341389249245
51663,0.07625552935499133
51664,0.7329441465824166
51665,0.5872721531812946
51666,0.2073790399029395
51667,0.06333313770315571
51668,0.012740229482806932
51669,0.42716241642924435
51670,0.018627044456272245
51671,0.39347918423604655
51672,0.5406138398921848
51673,0.24005292328992475
51674,0.04488114243859868
51675,0.028408594382358297
51676,0.6836970696200932
51677,0.013639557168588237
51678,0.04848288842684494
51679,0.004432303580790623
51680,0.5514263034671959
51681,0.027602919599516686
51682,0.058652442234519174
51683,0.4647130483300583
51684,0.24990062519343875
51685,0.4316552203437717
51686,0.560480930016403
51687,0.6045182078581992
51688,0.08448677380758979
51689,0.5087103100445506
51690,0.0801743207125899
51691,0.18438140323983465
51692,0.38009673099391766
51693,0.5686436279202877
51694,0.7900737422293094
51695,0.40236708452859243
51696,0.15990120064192964
51697,0.5444304326580136
51698,0.08762410302322746
51699,0.08618113816828024
51700,0.04380599015012563
51701,0.09681398402565894
51702,0.8567068169773747
51703,0.4418442675980827
51704,0.31641573195795836
51705,0.059778174901144676
51706,0.5357426704097863
51707,0.11627691354213779
51708,0.02398997443747869
51709,0.017824128579670594
51710,0.01548143487052104
51711,0.1617775704615197
51712,0.05221405515139523
51713,0.06794766056297127
51714,0.050769469942595596
51715,0.516828657335639
51716,0.6247152798135858
51717,0.15476581888162597
51718,0.3147256028511922
51719,0.3016542588443269
51720,0.35224573647259433
51721,0.06481755328851786
51722,0.20700294472598452
51723,0.038715144953599206
51724,0.01388576764513329
51725,0.015974867342681057
51726,0.026662185851326178
51727,0.1903800651502115
51728,0.2929383531486541
51729,0.10663427418990579
51730,0.11426215323379356
51731,0.0749187252755086
51732,0.03867138652310252
51733,0.26238390041702025
51734,0.7176112409985703
51735,0.42166268782886146
51736,0.10079847749218
51737,0.2158461894175944
51738,0.33161302546065274
51739,0.6352799233497499
51740,0.17794150177367768
51741,0.05284360777511485
51742,0.7622005048035642
51743,0.7884974243968074
51744,0.028180982690092306
51745,0.46572654082371545
51746,0.12921721459146351
51747,0.04210542593582656
51748,0.07671045931121799
51749,0.06647837958720973
51750,0.5927489985568342
51751,0.005542642273458588
51752,0.345185033924207
51753,0.2993135956785005
51754,0.5473826736979293
51755,0.011099202277951584
51756,0.03313914678763319
51757,0.460888347488104
51758,0.044337275552498154
51759,0.5028388725363874
51760,0.3280589775736845
51761,0.30538157542747674
51762,0.6227174779129081
51763,0.22893729588622438
51764,0.3076049288238741
51765,0.09489099888593844
51766,0.2104301405269337
51767,0.5688476070004911
51768,0.11618213173102852
51769,0.10067488762439092
51770,0.04050496445899869
51771,0.17859715085721914
51772,0.830889954156071
51773,0.12988423867579307
51774,0.4177730089245992
51775,0.08266156271755525
51776,0.029756353750660294
51777,0.10923586007578297
51778,0.040652373247657955
51779,0.3907328512828042
51780,0.6291346834136179
51781,0.25512580942754093
51782,0.04485635622772746
51783,0.3668921284011539
51784,0.06903861562292332
51785,0.09892798756317846
51786,0.06037667412942225
51787,0.1084205669277248
51788,0.5160745121563407
51789,0.46654184041239805
51790,0.09362586710273141
51791,0.356193228624516
51792,0.006413270178675791
51793,0.493171402045885
51794,0.026135830195314586
51795,0.10278253218541447
51796,0.08731160545740259
51797,0.16931769846765876
51798,0.5722580878558591
51799,0.6624238706549704
51800,0.10163891695227636
51801,0.016194733404015473
51802,0.15553355934675855
51803,0.5525627004560628
51804,0.03910244794616167
51805,0.09287976006237973
51806,0.3465859374703856
51807,0.052428405348567596
51808,0.07220286432331156
51809,0.09666455664592688
51810,0.11711755769892089
51811,0.11051019711226985
51812,0.2304278843897991
51813,0.6277782595228162
51814,0.6623596776693663
51815,0.03804104307980978
51816,0.03630697570285953
51817,0.43187346181353947
51818,0.0059788256095207985
51819,0.521640148611708
51820,0.3347925041734039
51821,0.4689079348328386
51822,0.09299354549587933
51823,0.12363432299797407
51824,0.006577247919168038
51825,0.540537447199872
51826,0.6951655365772185
51827,0.07496924645380047
51828,0.015535731986110947
51829,0.5005797166973793
51830,0.008864518217805794
51831,0.04180642691096187
51832,0.08303965898408766
51833,0.633666835380362
51834,0.12591772735182985
51835,0.13143501010861683
51836,0.08274034301099176
51837,0.01694548542041192
51838,0.15052698991006017
51839,0.29339946809977346
51840,0.6053325177797506
51841,0.4768049040314363
51842,0.0458799647135827
