ID,Response
50883,0.06751090887253126
50884,0.11217617909223855
50885,0.4522188821565227
50886,0.1020065720388212
50887,0.0442088885185772
50888,0.07204814931680457
50889,0.43892294438906837
50890,0.5034409963271532
50891,0.107713241568268
50892,0.11871862051405827
50893,0.05682512982849068
50894,0.3411271161457412
50895,0.09895450257997382
50896,0.11132948374315008
50897,0.35649357320159186
50898,0.5106485062272296
50899,0.12352558390693451
50900,0.22705699482137912
50901,0.4822987315126515
50902,0.07417457672653381
50903,0.021420555376245085
50904,0.4155075721331859
50905,0.5855962979838625
50906,0.017345724309910528
50907,0.09117374450513291
50908,0.10907005950857426
50909,0.4309226046030692
50910,0.45047269200804785
50911,0.05575842160578643
50912,0.12580751908846768
50913,0.3525940372197262
50914,0.04177781276997448
50915,0.06287548887566023
50916,0.03655225640818455
50917,0.58327320233057
50918,0.5793857776537634
50919,0.2053168269210284
50920,0.10956139627266562
50921,0.466136275388977
50922,0.036201258888846226
50923,0.027941074180716084
50924,0.06448257112096845
50925,0.3074598454820456
50926,0.11167578657106805
50927,0.5079045544429682
50928,0.3067611232480626
50929,0.08597051712760044
50930,0.02151650740059347
50931,0.07124047771765404
50932,0.6419560624486501
50933,0.15423619744240966
50934,0.038448661061043034
50935,0.5539381780420624
50936,0.058641121315763156
50937,0.4995265482359663
50938,0.04389070206089215
50939,0.4678623646108846
50940,0.37208071877823373
50941,0.36007881894781585
50942,0.5054751923268023
50943,0.3286269505977016
50944,0.049282561462374856
50945,0.4240957146320877
50946,0.18675832568254436
50947,0.4410235151995775
50948,0.43363143360298445
50949,0.2522342877391655
50950,0.4195068870029194
50951,0.616360502156104
50952,0.43367655457979976
50953,0.36804742478306873
50954,0.03434593014548445
50955,0.04293130547440874
50956,0.08017652990581524
50957,0.003247661618253193
50958,0.09553103835461627
50959,0.001850245089724061
50960,0.5807020590828048
50961,0.021028003561687665
50962,0.1115200423505767
50963,0.03998616448165043
50964,0.09473742261996126
50965,0.5298645075015972
50966,0.10402005962982398
50967,0.4385315578035526
50968,0.44798980451034337
50969,0.06759117981254405
50970,0.03505152115526934
50971,0.027011733994562418
50972,0.3756993375544282
50973,0.01900818887247324
50974,0.12090198378729451
50975,0.14311437667332305
50976,0.16435211348611634
50977,0.19431123307443413
50978,0.2344854477947305
50979,0.05319940829320209
50980,0.5967210754023696
50981,0.027403907421912455
50982,0.048701995406494565
50983,0.5701102520548318
50984,0.17910058747511856
50985,0.07965960911371617
50986,0.23227926725667927
50987,0.29509945695811096
50988,0.6121107505363871
50989,0.006424642647880221
50990,0.5303702209049447
50991,0.4858588066836971
50992,0.10918567293640702
50993,0.17996029082970416
50994,0.055451896257824
50995,0.4905790740425131
50996,0.015898948334873174
50997,0.06908802475826321
