ID,Response
50883,0.0678819049776992
50884,0.10252684088718118
50885,0.4333299521959677
50886,0.10578457726289453
50887,0.04305729277839328
50888,0.07547398232675426
50889,0.4112177918269649
50890,0.5003378830198058
50891,0.11501487715249992
50892,0.11925588871028839
50893,0.05041801758550731
50894,0.3500728361703325
50895,0.09650965922394018
50896,0.11129878290668938
50897,0.3672723141949781
50898,0.5284616775273534
50899,0.12294902772734537
50900,0.23769534216856109
50901,0.49499633134777227
50902,0.07531355757648342
50903,0.02943049551823806
50904,0.40739850426368357
50905,0.5945481219528679
50906,0.024940849301184405
50907,0.08976500883852924
50908,0.09136322188532257
50909,0.42297095677835245
50910,0.46468463962128237
50911,0.0679744772466242
50912,0.12423379442626631
50913,0.38217264849640614
50914,0.035856381462395406
50915,0.05908055826578565
50916,0.04418145417975002
50917,0.6393978322712465
50918,0.5887035840975288
50919,0.20820902116246548
50920,0.09947070419641402
50921,0.4270875558736251
50922,0.03656990585880691
50923,0.023164043379140013
50924,0.06912297857868041
50925,0.3323606911093261
50926,0.1159583432112837
50927,0.5512410446738327
50928,0.3122425901889991
50929,0.08746492579208638
50930,0.019041747563857427
50931,0.08605576428289445
50932,0.6465293692342566
50933,0.15794486628747528
50934,0.040584437332023014
50935,0.5522352503836625
50936,0.06519894448123109
50937,0.48817557265394285
50938,0.037606027745453206
50939,0.4578452501542057
50940,0.3902422636667194
50941,0.41503727073338736
50942,0.4790032452299009
50943,0.33629951485607845
50944,0.05193021358978534
50945,0.4074606763885895
50946,0.17971333127545308
50947,0.43938019195805417
50948,0.44421669303134775
50949,0.2546886930418281
50950,0.404469933234393
50951,0.6255094621876941
50952,0.45636753237211475
50953,0.3634593151265349
50954,0.03269035112455394
50955,0.043794063407093145
50956,0.08062902352636496
50957,0.004099106102580068
50958,0.09229861621058891
50959,0.0038580148683513608
50960,0.5772717506907954
50961,0.022063276535491994
50962,0.12152598639669877
50963,0.058890354492118664
50964,0.0899974538623312
50965,0.5298926708468322
50966,0.09956357044412191
50967,0.41342222403381196
50968,0.48334383792671454
50969,0.06568223597530286
50970,0.043596143104263546
50971,0.03499646748555835
50972,0.3673037780784971
50973,0.02851094549678179
50974,0.13201614700955003
50975,0.14544393475290796
50976,0.1593264627854634
50977,0.20253861058499756
50978,0.250180432857075
50979,0.04176452018786231
50980,0.6062409214515767
50981,0.026742023572937992
50982,0.05635201059168304
50983,0.5187682992129695
50984,0.17841809677540044
50985,0.09737654211981042
50986,0.21356499752572056
50987,0.2715580854652172
50988,0.6052033336607519
50989,0.007494470489536328
50990,0.5289334190765684
50991,0.5059634709965763
50992,0.10117683746266123
50993,0.18640193787416953
50994,0.05625669303086185
50995,0.49267077444094765
50996,0.01424765945993078
50997,0.06760832018028859
50998,0.07924541721938748
50999,0.004043650068614798
51000,0.2673883814307462
51001,0.22827526632557943
51002,0.06542641557222696
51003,0.5545419217779289
51004,0.3461376014634985
51005,0.03492705667986481
51006,0.3964444369553695
51007,0.49675697196565877
51008,0.6627172636264758
51009,0.03926134059313777
51010,0.4694886401917877
51011,0.07111738844921436
51012,0.292395552021662
51013,0.3791619819653511
51014,0.2799078099601992
51015,0.37338973096732475
51016,0.011277418708711271
51017,0.005615186158464393
51018,0.32049040849660937
51019,0.3423881072480099
51020,0.18032722161786754
51021,0.1932212651285178
51022,0.389775283742263
51023,0.34754514586958934
51024,0.7232134892183426
51025,0.09746723859745617
51026,0.07573793427871121
51027,0.5460989870584888
51028,0.14151479026714328
51029,0.05632733952150804
51030,0.31496923414750355
51031,0.6570561971833454
51032,0.04429892438967393
51033,0.013900076469540865
51034,0.48797426848980585
51035,0.1241022540735093
51036,0.6355578790303996
51037,0.16041256066229434
51038,0.4118463871051104
51039,0.09018277488502084
51040,0.09467261814916586
51041,0.5065867804385256
51042,0.06861582807541979
51043,0.0755158574020825
51044,0.30870241916360996
51045,0.4664667699668346
51046,0.20978386266655127
51047,0.23864200230161153
51048,0.018971414927393855
51049,0.5395917332402193
51050,0.11274829673926665
51051,0.5280311436893471
51052,0.557375736883365
51053,0.004517243937171177
51054,0.1522593425781903
51055,0.7196247280699268
51056,0.046683479749304056
51057,0.5271508230897431
51058,0.10489132911924916
51059,0.31001314862557133
51060,0.6835294833160012
51061,0.663381276494633
51062,0.2052220141827916
51063,0.391239484865709
51064,0.5619800913513779
51065,0.10454544521247958
51066,0.5363246910308402
51067,0.44148276565308076
51068,0.3185857637898075
